"code_rome","libelle_rome","code_grand_domaine","libelle_grand_domaine","code_domaine_professionel","libelle_domaine_professionel"
"H2415","Contrôleur / Contrôleuse en industrie textile","H","Industrie","H24","Cuir et textile"
"H2416","Gainier industriel / Gainière industrielle","H","Industrie","H24","Cuir et textile"
"H2417","Chef / Cheffe de rame textile","H","Industrie","H24","Cuir et textile"
"H2418","Opérateur / Opératrice sur machine de production et transformation des fils","H","Industrie","H24","Cuir et textile"
"H2419","Passementier / Passementière en industrie textile","H","Industrie","H24","Cuir et textile"
"H2420","Repasseur / Repasseuse en industrie textile et de l'habillement","H","Industrie","H24","Cuir et textile"
"H2421","Opérateur / Opératrice de fabrication de produits textiles","H","Industrie","H24","Cuir et textile"
"H2422","Tapissier industriel / Tapissière industrielle","H","Industrie","H24","Cuir et textile"
"H2423","Mécanicien / Mécanicienne industrie textile et de l'habillement","H","Industrie","H24","Cuir et textile"
"H2424","Chef / Cheffe de ligne chromo en industrie textile","H","Industrie","H24","Cuir et textile"
"H2425","Fileur / Fileuse en industrie textile","H","Industrie","H24","Cuir et textile"
"H2426","Chef / Cheffe d'équipe en atelier de coupe","H","Industrie","H24","Cuir et textile"
"H2427","Effileur / Effileuse en dentelles","H","Industrie","H24","Cuir et textile"
"H2501","Chef / Cheffe d'atelier production électricité-électronique","H","Industrie","H25","Direction, encadrement et pilotage de fabrication et production industrielles"
"H2502","Responsable d'unité de production industrielle","H","Industrie","H25","Direction, encadrement et pilotage de fabrication et production industrielles"
"H2503","Responsable d'îlot de production","H","Industrie","H25","Direction, encadrement et pilotage de fabrication et production industrielles"
"H2504","Chef / Cheffe d'équipe en industrie","H","Industrie","H25","Direction, encadrement et pilotage de fabrication et production industrielles"
"H2505","Chef / Cheffe d'équipe et d'atelier textile","H","Industrie","H25","Direction, encadrement et pilotage de fabrication et production industrielles"
"H2506","Chef / Cheffe de production en industrie agroalimentaire","H","Industrie","H25","Direction, encadrement et pilotage de fabrication et production industrielles"
"H2507","Responsable de ligne de production industrielle","H","Industrie","H25","Direction, encadrement et pilotage de fabrication et production industrielles"
"H2508","Ingénieur / Ingénieure exploitation nucléaire","H","Industrie","H25","Direction, encadrement et pilotage de fabrication et production industrielles"
"H2509","Ingénieur / Ingénieure de fonderie ou de forge","H","Industrie","H25","Direction, encadrement et pilotage de fabrication et production industrielles"
"H2510","Directeur / Directrice de production industrielle","H","Industrie","H25","Direction, encadrement et pilotage de fabrication et production industrielles"
"H2601","Bobinier / Bobinière en électricité","H","Industrie","H26","Electronique et électricité"
"H2602","Câbleur / Câbleuse d'armoires","H","Industrie","H26","Electronique et électricité"
"H2603","Opérateur / Opératrice sur machines automatisées en production électrique","H","Industrie","H26","Electronique et électricité"
"H2604","Assembleur / Assembleuse en produits électriques et électroniques","H","Industrie","H26","Electronique et électricité"
"H2605","Monteur-câbleur / Monteuse-câbleuse en électronique","H","Industrie","H26","Electronique et électricité"
"H2606","Monteur-bobinier / Monteuse-bobinière en électricité","H","Industrie","H26","Electronique et électricité"
"H2607","Chef / Cheffe d'atelier de bobinage électrique","H","Industrie","H26","Electronique et électricité"
"H2608","Bobinier / Bobinière en matériels électroniques","H","Industrie","H26","Electronique et électricité"
"H2701","Technicien / Technicienne énergie","H","Industrie","H27","Energie"
"H2702","Conducteur / Conductrice de bloc nucléaire","H","Industrie","H27","Energie"
"H2703","Technicien / Technicienne de maintenance de batteries de véhicules électriques","H","Industrie","H27","Energie"
"H2704","Technicien démonteur / Technicienne démonteuse de batteries de véhicules électriques","H","Industrie","H27","Energie"
"H2705","Pilote de ligne de production de composants et de cellules pour batteries de véhicules électriques","H","Industrie","H27","Energie"
"H2706","Opérateur / Opératrice de production en énergie nucléaire","H","Industrie","H27","Energie"
"H2707","Technicien / Technicienne essais en industrie nucléaire","H","Industrie","H27","Energie"
"H2708","Technicien / Technicienne d'exploitation nucléaire","H","Industrie","H27","Energie"
"H2709","Conducteur / Conductrice d'installation d'incinération","H","Industrie","H27","Energie"
"H2710","Responsable technique d'installation hydrogène","H","Industrie","H27","Energie"
"H2801","Agent / Agente de fabrication du verre","H","Industrie","H28","Matériaux de construction, céramique et verre"
"H2802","Opérateur / Opératrice de fabrication en matériaux de construction","H","Industrie","H28","Matériaux de construction, céramique et verre"
"H2803","Opérateur / Opératrice en Industrie Céramique","H","Industrie","H28","Matériaux de construction, céramique et verre"
"H2804","Pilote de centrale de béton","H","Industrie","H28","Matériaux de construction, céramique et verre"
"H2805","Technicien / Technicienne de l'industrie du verre","H","Industrie","H28","Matériaux de construction, céramique et verre"
"H2901","Ajusteur-monteur / Ajusteuse-monteuse","H","Industrie","H29","Mécanique, travail des métaux et outillage"
